recorded_time,DateTimeOriginal,SerialNumber,SourceFile,SubSecCreateDate,Name,Camera,Operation,Number,Roll,Pitch,Altitude,Temp,Pres,Oxy,Sal,UsblLongitude,UsblLatitude,UsblNorthing,UsblEasting,ShipNorthing,ShipEasting,count,FinalTime,NewFileName
2018-12-01 15:56:45.710,2018:12:01 15:56:46,75012000115.0,./IN2018_V06_064/stills/MRITC_SCS_IN2018_V06_064_20181201T155646Z_0185.JPG,2018-12-01 15:56:46.350,MRITC_SCS_IN2018_V06_064_20181201T155646Z_0185.JPG,SCS,64.0,185.0,5.050000000000002,0.205,1.2,2.745504545454545,1337.3996818181818,3.583954545454545,34.59304545454546,147.0620889566158,-44.29353638789362,5095525.054881321,504953.35710762173,5095152.2865865715,503710.3840953125,4,2018-12-01 15:56:45.710,MRITC_SCS_IN2018_V06_064_20181201T155645Z_0185.JPG
2018-12-01 15:56:45.710,2018:12:01 15:56:46,95013000014.0,./IN2018_V06_064/stills/MRITC_SCP_IN2018_V06_064_20181201T155646Z_0185.JPG,2018-12-01 15:56:46.660,MRITC_SCP_IN2018_V06_064_20181201T155646Z_0185.JPG,SCP,64.0,185.0,4.82,0.84,1.3944444444444444,2.745255,1337.5030499999998,3.584,34.59335,147.06208645332853,-44.293537929030315,5095524.955930078,504953.22735993523,5095152.175558204,503710.3042590813,4,2018-12-01 15:56:45.710,MRITC_SCP_IN2018_V06_064_20181201T155645Z_0185.JPG
2018-12-01 15:56:51.190,2018:12:01 15:56:51,75012000115.0,./IN2018_V06_064/stills/MRITC_SCS_IN2018_V06_064_20181201T155651Z_0186.JPG,2018-12-01 15:56:51.350,MRITC_SCS_IN2018_V06_064_20181201T155651Z_0186.JPG,SCS,64.0,186.0,4.9,3.225,1.215,2.7461349999999998,1339.03615,3.583,34.594,147.0620411344631,-44.2935491453025,5095523.790103745,504951.6777448871,5095151.054962167,503708.10287859634,2,2018-12-01 15:56:51.190,MRITC_SCS_IN2018_V06_064_20181201T155651Z_0186.JPG
2018-12-01 15:56:51.190,2018:12:01 15:56:51,95013000014.0,./IN2018_V06_064/stills/MRITC_SCP_IN2018_V06_064_20181201T155651Z_0186.JPG,2018-12-01 15:56:51.660,MRITC_SCP_IN2018_V06_064_20181201T155651Z_0186.JPG,SCP,64.0,186.0,4.73,2.905,1.2,2.7460166666666668,1339.2720000000002,3.583,34.594,147.06203895998962,-44.29354986569005,5095523.715813383,504951.5788598811,5095151.005077365,503707.9293434557,2,2018-12-01 15:56:51.190,MRITC_SCP_IN2018_V06_064_20181201T155651Z_0186.JPG
2018-12-01 15:56:56.180,2018:12:01 15:56:56,75012000115.0,./IN2018_V06_064/stills/MRITC_SCS_IN2018_V06_064_20181201T155656Z_0187.JPG,2018-12-01 15:56:56.340,MRITC_SCS_IN2018_V06_064_20181201T155656Z_0187.JPG,SCS,64.0,187.0,5.8975,4.8725000000000005,3.2409090909090907,2.745945,1339.8105,3.5811,34.594,147.06204842337706,-44.293563250720545,5095522.520344742,504950.08903439157,5095149.764889143,503707.6068711878,2,2018-12-01 15:56:56.180,MRITC_SCS_IN2018_V06_064_20181201T155656Z_0187.JPG
2018-12-01 15:56:56.180,2018:12:01 15:56:56,95013000014.0,./IN2018_V06_064/stills/MRITC_SCP_IN2018_V06_064_20181201T155656Z_0187.JPG,2018-12-01 15:56:56.650,MRITC_SCP_IN2018_V06_064_20181201T155656Z_0187.JPG,SCP,64.0,187.0,6.175,6.3599999999999985,3.275,2.745675,1339.7164999999998,3.5810000000000004,34.594,147.06204893989627,-44.29356291831552,5095522.4438172,504949.99153993133,5095149.738621486,503707.5375795303,2,2018-12-01 15:56:56.180,MRITC_SCP_IN2018_V06_064_20181201T155656Z_0187.JPG
2018-12-01 15:57:01.200,2018:12:01 15:57:01,75012000115.0,./IN2018_V06_064/stills/MRITC_SCS_IN2018_V06_064_20181201T155701Z_0188.JPG,2018-12-01 15:57:01.360,MRITC_SCS_IN2018_V06_064_20181201T155701Z_0188.JPG,SCS,64.0,188.0,6.237500000000002,5.27,1.5636363636363635,2.74337,1342.56025,3.583,34.59495,147.06198900979876,-44.29357417487493,5095521.231429018,504948.4178410948,5095148.59298237,503706.19988897524,2,2018-12-01 15:57:01.200,MRITC_SCS_IN2018_V06_064_20181201T155701Z_0188.JPG
2018-12-01 15:57:01.200,2018:12:01 15:57:01,95013000014.0,./IN2018_V06_064/stills/MRITC_SCP_IN2018_V06_064_20181201T155701Z_0188.JPG,2018-12-01 15:57:01.670,MRITC_SCP_IN2018_V06_064_20181201T155701Z_0188.JPG,SCP,64.0,188.0,6.345,6.5299999999999985,1.81,2.7437111111111108,1342.4275000000002,3.5826111111111114,34.594611111111114,147.0619908705745,-44.29357393240258,5095521.132791497,504948.28497339477,5095148.459802464,503706.00835778966,2,2018-12-01 15:57:01.200,MRITC_SCP_IN2018_V06_064_20181201T155701Z_0188.JPG
2018-12-01 15:57:06.180,2018:12:01 15:57:06,75012000115.0,./IN2018_V06_064/stills/MRITC_SCS_IN2018_V06_064_20181201T155706Z_0189.JPG,2018-12-01 15:57:06.340,MRITC_SCS_IN2018_V06_064_20181201T155706Z_0189.JPG,SCS,64.0,189.0,6.0425,0.5599999999999999,0.895,2.743835,1344.0615,3.5829500000000003,34.594,147.06198465157817,-44.29357596024312,5095519.9875383945,504946.72987383656,5095147.372437906,503703.9645502145,2,2018-12-01 15:57:06.180,MRITC_SCS_IN2018_V06_064_20181201T155706Z_0189.JPG
2018-12-01 15:57:06.180,2018:12:01 15:57:06,95013000014.0,./IN2018_V06_064/stills/MRITC_SCP_IN2018_V06_064_20181201T155706Z_0189.JPG,2018-12-01 15:57:06.650,MRITC_SCP_IN2018_V06_064_20181201T155706Z_0189.JPG,SCP,64.0,189.0,5.9,2.125,1.125,2.7437500000000004,1344.05375,3.58275,34.594,147.06198427895254,-44.29357639503388,5095519.915349688,504946.63224232744,5095147.33916662,503703.87478650134,2,2018-12-01 15:57:06.180,MRITC_SCP_IN2018_V06_064_20181201T155706Z_0189.JPG
